rank,name,age,earnings,cup,events,rounds,cuts,top10,wins,score,ddis,dacc,girr,putts,sand,birds,year
190,Brian Stuard,40,"$1,002,095",438,25,81,16,2,0,70.1,281.5,71.8,65.1,1.742,50.0,3.679,2020
191,Zac Blair,32,"$745,273",324,23,66,12,1,0,71.2,280.9,62.6,63.5,1.768,50.8,3.636,2020
192,Jim Furyk,52,"$224,450",108,0,39,6,0,0,70.2,280.2,74.5,74.2,1.793,45.5,3.462,2020
193,Andrew Putnam,34,"$459,640",184,16,46,7,1,0,71.3,277.9,57.0,63.8,1.769,51.9,3.196,2020
1,Cameron Champ,27,"$1,695,748",819,26,76,14,3,1,70.7,317.9,55.3,69.3,1.787,37.0,4.118,2019
2,Rory McIlroy,33,"$7,785,286",-18,19,68,17,14,3,69.0,313.5,61.8,68.5,1.701,55.3,4.485,2019
3,Luke List,38,"$1,391,408",506,22,63,11,4,0,71.0,313.3,53.1,65.4,1.786,46.5,3.730,2019
4,Dustin Johnson,38,"$5,534,619",10,19,70,18,7,1,69.9,312.0,55.6,67.0,1.737,63.9,4.214,2019
5,Wyndham Clark,29,"$1,278,721",771,27,85,19,3,0,69.8,311.8,56.4,65.9,1.710,55.9,4.212,2019
6,Bubba Watson,44,"$1,558,014",572,19,58,14,3,0,70.6,311.6,58.1,66.8,1.811,49.5,3.707,2019
7,Seth Reeves,32,"$309,588",124,25,67,11,1,0,71.1,311.4,57.2,66.8,1.795,40.4,3.552,2019
8,Trey Mullinax,30,"$536,694",260,0,73,14,0,0,70.6,310.2,51.0,67.5,1.775,44.4,3.712,2019
9,Tony Finau,33,"$4,344,380",-7,25,84,20,6,0,69.8,309.5,56.9,67.5,1.756,49.4,3.905,2019
10,Brooks Koepka,32,"$9,684,006",-13,21,74,20,9,3,69.2,309.0,61.8,70.0,1.752,58.4,4.284,2019
11,Cam Davis,28,"$477,467",252,0,72,13,0,0,70.1,309.0,58.0,68.8,1.773,46.8,3.931,2019
12,Jhonattan Vegas,38,"$1,566,910",602,23,72,15,3,0,70.2,308.3,58.9,69.3,1.774,43.4,3.972,2019
13,Gary Woodland,38,"$5,690,965",-2,24,84,21,8,1,69.8,308.2,63.4,69.0,1.759,50.4,4.381,2019
14,Sam Burns,26,"$1,117,312",493,26,78,16,3,0,70.5,307.2,57.2,64.7,1.749,41.1,3.718,2019
15,Byeong Hun An,31,"$1,990,033",892,22,77,19,3,0,70.2,307.1,58.0,67.7,1.775,58.5,3.974,2019
16,J.B. Holmes,40,"$2,147,065",856,25,71,15,2,1,71.2,306.7,56.5,65.6,1.786,53.1,3.761,2019
17,Ollie Schniederjans,29,"$411,682",153,0,75,11,0,0,71.0,306.4,48.5,62.9,1.744,51.4,3.653,2019
18,Jason Kokrak,37,"$2,330,212",-3,24,90,23,5,0,70.0,306.4,62.7,68.8,1.761,47.5,4.044,2019
19,Phil Mickelson,52,"$2,440,221",948,20,60,0,2,1,71.1,306.3,50.8,64.2,1.756,55.1,3.917,2019
20,Jon Rahm,28,"$4,990,110",-4,20,68,18,12,1,69.4,305.6,62.5,69.0,1.736,52.8,4.353,2019
21,Patrick Cantlay,31,"$6,121,488",1,21,72,18,9,1,69.2,304.7,57.3,67.2,1.721,58.0,4.403,2019
22,Sepp Straka,29,"$934,894",432,25,72,13,1,0,70.3,304.4,63.9,69.1,1.752,41.1,4.194,2019
23,Brandon Harkins,36,"$494,795",225,28,83,17,1,0,70.7,304.3,57.0,67.7,1.743,48.6,4.060,2019
24,Xander Schauffele,29,"$5,609,456",-14,21,74,18,6,2,69.6,304.1,60.3,68.4,1.744,55.6,4.081,2019
25,Martin Trainer,31,"$692,155",354,25,61,7,1,1,71.8,303.8,50.8,60.5,1.762,53.1,3.443,2019
26,Kevin Tway,34,"$2,300,050",1242,26,80,16,2,1,70.4,303.8,55.3,67.0,1.780,50.0,3.563,2019
27,Alex Prugh,38,"$467,732",217,0,71,13,0,0,70.5,303.7,64.1,71.4,1.804,47.3,3.465,2019
28,Justin Rose,42,"$4,358,849",3,17,62,16,7,1,69.9,303.2,60.1,64.8,1.710,61.7,4.065,2019
29,Keith Mitchell,31,"$2,405,360",926,26,83,17,3,1,70.4,303.2,60.4,67.3,1.774,50.7,3.880,2019
30,Rickie Fowler,34,"$3,945,810",0,20,76,18,6,1,69.8,303.1,60.6,67.8,1.726,54.8,4.039,2019
31,Hideki Matsuyama,31,"$3,335,137",-5,24,88,22,7,0,69.5,303.0,61.3,69.4,1.753,53.7,4.295,2019
32,Charles Howell III,43,"$3,039,049",4,27,91,21,5,1,69.7,302.8,62.8,70.5,1.763,47.5,3.846,2019
33,Aaron Wise,26,"$1,052,507",441,21,69,15,1,0,70.2,302.6,61.8,68.6,1.734,48.2,4.420,2019
34,Brendan Steele,40,"$515,139",204,0,62,12,0,0,71.2,302.5,68.7,70.0,1.812,38.9,3.565,2019
35,Bryson DeChambeau,29,"$3,186,232",-4,21,72,17,5,1,69.8,302.5,65.0,66.2,1.733,52.3,4.167,2019
36,Sergio Garcia,43,"$1,793,027",637,15,44,11,5,0,70.7,302.5,58.8,63.3,1.758,50.0,3.545,2019
37,Justin Thomas,29,"$5,013,084",-13,20,72,18,7,1,69.0,302.2,60.0,70.7,1.716,52.6,4.583,2019
38,Harold Varner III,32,"$1,553,149",1122,26,82,16,3,0,70.1,302.0,60.0,67.2,1.767,58.5,3.817,2019
39,Jason Day,35,"$2,637,480",891,21,64,15,6,0,70.0,302.0,61.8,69.7,1.747,52.4,4.000,2019
40,Nick Watney,41,"$1,008,964",480,26,83,17,3,0,70.2,301.7,59.3,68.6,1.765,50.4,3.964,2019
41,Joaquin Niemann,24,"$1,434,519",751,28,96,21,4,0,70.0,301.5,61.7,68.1,1.762,54.1,3.698,2019
42,Danny Lee,32,"$1,524,126",633,27,81,15,3,0,70.5,301.4,57.1,66.7,1.758,53.2,3.914,2019
43,Alex Noren,40,"$913,446",367,0,60,14,0,0,71.0,301.1,62.4,65.3,1.789,44.5,3.383,2019
44,Daniel Berger,30,"$742,340",361,20,66,15,1,0,70.1,301.0,65.5,65.2,1.762,56.2,3.727,2019
45,Carlos Ortiz,31,"$1,073,962",441,28,82,14,3,0,70.4,301.0,62.3,67.8,1.777,50.0,3.524,2019
46,Harris English,33,"$628,922",289,0,91,21,0,0,70.3,301.0,61.6,66.8,1.764,51.4,3.495,2019
47,Adam Schenk,31,"$1,257,158",657,31,100,20,3,0,70.1,300.8,61.3,68.6,1.752,50.0,3.970,2019
48,Sung Kang,35,"$2,801,650",1003,27,84,17,4,1,70.7,300.5,60.7,66.1,1.777,57.7,3.655,2019
49,Max Homa,32,"$2,063,606",825,25,80,16,2,1,70.7,300.2,57.5,65.1,1.769,44.2,3.538,2019
50,John Chin,35,"$294,536",140,21,54,7,1,0,71.4,300.0,58.1,68.7,1.805,43.4,3.667,2019
51,Sam Saunders,35,"$413,887",197,26,74,14,1,0,70.8,299.9,56.5,64.8,1.760,47.9,3.784,2019
52,Patrick Rodgers,30,"$1,046,838",459,18,51,10,1,0,70.7,299.8,57.2,64.7,1.761,46.1,3.667,2019
53,Beau Hossler,28,"$645,795",304,0,83,16,0,0,70.7,299.4,59.2,67.0,1.739,52.3,3.964,2019
54,Adam Scott,42,"$4,084,541",-8,18,61,14,9,0,69.7,299.3,59.9,68.9,1.746,55.4,4.279,2019
55,Jimmy Walker,45,"$590,437",258,0,74,15,0,0,71.0,299.2,55.7,64.7,1.794,61.8,3.284,2019
56,Chase Wright,33,"$571,575",265,26,69,11,2,0,70.3,299.1,62.6,68.0,1.754,46.1,3.899,2019
57,Martin Laird,40,"$863,054",408,26,80,18,4,0,70.0,298.9,63.1,69.9,1.787,49.1,3.588,2019
58,Sebastián Muñoz,30,"$946,666",423,26,80,16,3,0,69.9,298.8,59.8,68.3,1.747,48.8,4.038,2019
59,Tommy Fleetwood,32,"$3,853,651",-1,18,64,18,6,0,69.9,298.7,64.0,66.9,1.782,63.5,3.531,2019
60,Ryan Palmer,46,"$2,873,316",1141,21,66,15,6,1,70.0,298.6,60.7,68.4,1.754,42.7,4.212,2019
61,Keegan Bradley,36,"$1,902,797",761,25,82,20,3,0,70.5,298.5,66.3,68.5,1.789,44.9,3.683,2019
62,Paul Casey,45,"$4,257,040",-9,22,75,18,7,1,69.7,298.4,67.7,71.0,1.748,43.7,3.867,2019
63,Chesson Hadley,35,"$1,405,632",573,26,74,11,3,0,71.0,297.6,59.7,64.6,1.774,51.7,3.459,2019
64,Peter Uihlein,33,"$842,991",353,29,78,14,2,0,70.6,297.5,50.6,66.0,1.762,55.4,3.769,2019
65,Talor Gooch,31,"$1,067,089",474,17,54,10,2,0,69.9,297.4,58.7,70.0,1.765,62.5,3.963,2019
66,Corey Conners,31,"$2,919,864",3,28,86,16,4,1,70.2,297.3,66.9,73.1,1.790,51.8,3.791,2019
67,Cody Gribble,32,"$248,317",111,0,66,11,0,0,71.5,297.2,53.6,61.6,1.743,41.3,3.470,2019
68,Mackenzie Hughes,32,"$1,022,081",479,25,76,15,2,0,70.3,297.2,58.0,65.3,1.770,40.7,3.711,2019
69,Scott Stallings,38,"$1,080,451",452,26,78,15,2,0,70.7,297.0,59.0,66.7,1.756,50.4,3.782,2019
70,Cameron Tringale,35,"$1,049,106",459,21,65,16,2,0,70.0,296.9,60.5,69.7,1.744,54.7,4.138,2019
71,Patrick Reed,32,"$3,593,844",-5,25,88,22,5,1,69.8,296.8,60.1,66.2,1.731,58.8,3.977,2019
72,Tyrrell Hatton,31,"$1,517,396",574,17,58,14,3,0,70.9,296.6,63.0,66.3,1.767,53.8,3.741,2019
73,Sangmoon Bae,36,"$172,472",85,0,54,8,0,0,70.9,296.5,61.5,64.7,1.790,51.3,3.537,2019
74,Jim Knous,--,"$490,976",223,18,53,10,1,0,71.1,296.5,55.2,67.7,1.791,41.5,3.547,2019
75,Dylan Frittelli,32,"$1,576,974",802,24,81,17,1,1,70.0,296.5,62.7,68.2,1.778,49.2,3.617,2019
76,Dominic Bozzelli,31,"$668,449",316,24,67,13,2,0,70.0,296.4,60.2,66.9,1.709,55.6,4.164,2019
77,Louis Oosthuizen,40,"$2,539,183",1,19,64,16,5,0,70.2,296.3,66.9,66.8,1.751,58.1,3.922,2019
78,Marc Leishman,39,"$3,886,577",2,21,72,17,7,1,70.0,296.2,59.4,67.2,1.755,58.2,3.889,2019
79,Lucas Glover,43,"$2,613,965",10,26,90,21,7,0,69.7,296.1,66.1,68.1,1.762,59.1,3.956,2019
80,Bronson Burgoon,35,"$814,673",343,20,55,9,2,0,70.6,296.1,66.5,68.0,1.771,50.0,3.764,2019
81,Shawn Stefani,41,"$798,831",374,25,76,15,2,0,70.1,295.9,61.9,70.0,1.767,52.9,3.868,2019
82,Sungjae Im,25,"$2,851,134",0,35,118,26,7,0,69.6,295.9,65.5,67.6,1.736,48.9,4.068,2019
83,Séamus Power,36,"$773,976",308,27,72,13,2,0,71.2,295.9,56.3,62.2,1.794,56.6,3.222,2019
84,Roger Sloan,35,"$1,015,661",505,27,84,17,3,0,70.3,295.8,61.8,65.1,1.739,56.5,3.905,2019
85,Hunter Mahan,40,"$287,579",141,0,59,8,0,0,71.1,295.7,65.6,68.3,1.764,46.6,3.576,2019
86,Emiliano Grillo,30,"$1,752,114",765,23,78,20,2,0,70.6,295.7,68.1,68.7,1.790,47.9,3.756,2019
87,Charley Hoffman,46,"$1,468,855",576,24,70,13,2,0,71.2,295.6,58.3,66.5,1.759,39.3,3.486,2019
88,Hudson Swafford,35,"$545,191",242,20,57,10,1,0,70.7,295.2,57.7,66.8,1.746,54.6,3.579,2019
89,Jordan Spieth,29,"$2,124,192",1026,23,79,19,4,0,70.2,295.2,53.1,62.8,1.694,54.6,4.253,2019
90,Branden Grace,34,"$1,373,185",588,22,68,16,2,0,71.2,295.1,57.2,66.1,1.794,50.0,3.397,2019
91,Patton Kizzire,37,"$995,341",406,25,74,13,1,0,70.8,294.9,60.7,64.0,1.728,50.4,3.608,2019
92,Cameron Smith,29,"$1,504,820",566,23,74,17,3,0,70.6,294.2,59.4,63.7,1.756,58.7,3.703,2019
93,Wes Roach,34,"$860,264",345,21,63,13,2,0,70.0,294.1,65.9,67.6,1.757,40.7,3.651,2019
94,Matt Jones,42,"$1,024,852",515,27,84,17,2,0,70.1,294.1,62.2,66.6,1.758,53.1,3.714,2019
95,Hank Lebioda,29,"$656,802",291,23,70,15,1,0,70.2,294.0,65.6,69.2,1.759,43.4,4.129,2019
96,Sam Ryder,33,"$1,060,735",458,23,72,16,2,0,69.9,293.9,63.6,68.0,1.742,62.4,3.972,2019
97,Joey Garber,31,"$454,296",209,22,57,10,2,0,70.8,293.9,62.5,66.4,1.787,50.0,3.421,2019
98,J.T. Poston,29,"$2,461,215",1238,29,96,21,3,1,70.0,293.8,62.9,66.8,1.743,52.8,3.906,2019
99,Danny Willett,35,"$1,286,737",565,19,63,12,2,0,70.9,293.8,59.6,66.2,1.775,53.6,3.635,2019
100,Stephan Jaeger,33,"$623,145",278,0,71,13,0,0,70.3,293.7,59.5,66.0,1.769,54.3,3.592,2019
101,Richy Werenski,31,"$851,329",374,27,83,17,1,0,70.3,293.6,61.3,65.9,1.760,45.2,3.663,2019
102,Bud Cauley,33,"$1,090,018",482,25,82,16,2,0,69.8,293.4,63.3,67.2,1.730,56.4,4.073,2019
103,Troy Merritt,37,"$1,531,143",842,21,61,14,4,0,69.8,293.3,66.4,68.9,1.729,48.8,4.246,2019
104,Abraham Ancer,32,"$2,688,625",1,27,88,20,4,0,70.0,293.3,70.2,66.8,1.749,46.6,3.886,2019
105,Anders Albertson,29,"$449,226",199,25,64,10,1,0,70.7,293.2,60.1,67.7,1.806,52.2,3.547,2019
106,Scott Piercy,44,"$2,679,915",1104,24,86,21,6,0,69.5,292.4,67.6,70.1,1.748,50.4,4.012,2019
107,Kiradech Aphibarnrat,33,"$1,630,073",568,20,62,13,3,0,70.8,292.4,63.2,61.6,1.762,52.7,3.516,2019
108,Si Woo Kim,27,"$2,191,808",956,28,82,16,5,0,70.2,292.4,62.9,64.9,1.729,56.6,4.122,2019
109,Joel Dahmen,35,"$1,949,958",868,29,96,21,2,0,70.4,292.4,68.5,66.7,1.758,50.3,3.885,2019
110,Peter Malnati,35,"$864,496",423,26,83,18,1,0,70.1,292.2,54.6,64.0,1.732,50.0,3.855,2019
111,Nick Taylor,34,"$892,663",408,28,93,21,1,0,70.0,292.1,61.7,67.3,1.748,46.8,3.763,2019
112,Adam Long,35,"$1,648,007",734,27,76,11,2,1,71.1,292.0,66.5,65.3,1.791,49.6,3.224,2019
113,Josh Teater,44,"$663,570",296,24,67,13,2,0,70.0,292.0,63.5,70.5,1.767,37.5,3.910,2019
114,Kevin Streelman,44,"$1,588,881",609,26,81,16,4,0,70.3,291.8,68.0,69.8,1.768,50.4,3.765,2019
115,Julián Etulain,34,"$360,653",189,0,65,12,0,0,70.9,291.8,54.8,63.5,1.779,47.5,3.415,2019
116,Billy Horschel,36,"$2,187,249",1065,26,92,24,4,0,70.3,291.8,64.7,67.6,1.762,47.9,3.609,2019
117,Ian Poulter,47,"$2,162,306",1072,18,58,15,6,0,70.3,291.5,63.6,66.9,1.736,62.0,4.103,2019
118,Bill Haas,40,"$730,806",312,23,69,16,2,0,70.4,291.5,61.3,64.7,1.776,52.3,3.565,2019
119,Adam Hadwin,35,"$2,039,012",904,24,82,19,5,0,70.2,291.2,67.8,67.5,1.734,55.9,3.976,2019
120,Austin Cook,32,"$837,788",364,23,64,12,2,0,70.4,291.0,70.3,65.7,1.753,48.9,3.938,2019
121,Kramer Hickok,30,"$494,424",250,26,77,13,1,0,70.5,291.0,69.2,67.1,1.786,43.6,3.649,2019
122,Denny McCarthy,30,"$925,156",443,28,81,16,2,0,69.5,290.8,65.8,66.0,1.720,48.8,4.247,2019
123,Tom Hoge,33,"$573,464",252,32,90,17,1,0,70.8,290.4,61.8,65.8,1.793,49.6,3.500,2019
124,J.J. Spaun,32,"$1,205,977",479,26,82,19,2,0,70.2,290.4,63.6,68.4,1.774,47.1,3.817,2019
125,Fabián Gómez,44,"$433,027",209,0,62,11,0,0,70.4,290.2,68.2,68.1,1.775,45.3,3.548,2019
126,Kelly Kraft,34,"$905,681",399,31,81,12,3,0,70.9,290.2,61.6,62.4,1.740,48.6,3.642,2019
127,Anirban Lahiri,35,"$419,620",164,23,69,14,1,0,71.0,290.2,60.1,63.0,1.746,54.6,3.580,2019
128,José de Jesús Rodríguez,42,"$394,402",187,0,65,10,0,0,70.5,290.2,60.3,64.3,1.753,51.7,3.846,2019
129,Jason Dufner,46,"$926,365",327,25,72,13,2,0,70.7,290.1,67.8,70.8,1.796,50.7,3.681,2019
130,Adam Svensson,29,"$405,730",223,0,67,11,0,0,70.2,289.8,65.2,69.4,1.784,47.4,3.746,2019
131,Chris Stroud,41,"$1,075,552",473,26,62,10,4,0,71.0,289.8,58.3,63.0,1.757,52.6,3.435,2019
132,Rafa Cabrera Bello,38,"$1,926,935",713,19,68,17,2,0,70.7,289.6,64.5,63.0,1.747,53.1,4.000,2019
133,Nate Lashley,40,"$2,030,287",849,21,68,14,2,1,70.0,289.6,65.2,67.5,1.728,52.1,3.882,2019
134,Kevin Na,39,"$2,257,309",823,19,60,14,3,1,70.9,289.6,64.0,64.4,1.767,55.3,3.417,2019
135,Matt Kuchar,44,"$6,294,690",-1,22,80,20,8,2,69.6,289.5,67.4,69.4,1.748,60.8,4.013,2019
136,Curtis Luck,26,"$432,569",190,23,59,10,1,0,71.1,289.4,55.9,62.4,1.742,48.0,3.610,2019
137,Rory Sabbatini,47,"$2,382,298",1140,26,93,22,6,0,69.8,289.4,66.9,66.9,1.738,55.6,4.032,2019
138,Jonas Blixt,38,"$838,271",392,26,76,15,1,0,70.3,289.4,64.3,65.1,1.752,46.6,3.697,2019
139,Russell Knox,37,"$1,132,825",452,22,72,18,2,0,70.3,289.2,65.9,69.1,1.779,59.6,3.611,2019
140,Ryan Blaum,39,"$755,802",323,28,82,18,1,0,70.5,289.2,62.5,65.0,1.746,49.6,3.768,2019
141,Kyle Stanley,35,"$1,117,604",471,25,76,16,1,0,70.7,288.9,69.1,67.5,1.787,49.6,3.408,2019
142,J.J. Henry,48,"$177,232",84,22,52,6,1,0,71.5,288.8,65.1,66.7,1.856,39.8,2.442,2019
143,Francesco Molinari,40,"$3,467,143",1080,15,54,14,3,1,71.1,288.7,66.4,63.6,1.786,65.3,3.204,2019
144,Robert Streb,36,"$796,525",372,28,72,12,2,0,70.8,288.7,60.9,66.1,1.784,46.7,3.431,2019
145,Scott Brown,39,"$999,457",442,27,82,15,4,0,70.3,288.6,65.4,66.5,1.777,50.0,3.585,2019
146,Webb Simpson,37,"$4,690,572",-1,21,78,20,6,0,69.1,288.6,66.8,65.8,1.726,63.0,3.859,2019
147,Brian Harman,36,"$1,342,778",534,29,89,16,4,0,70.6,288.4,68.2,64.2,1.767,58.5,3.517,2019
148,Michael Thompson,37,"$1,307,816",527,22,71,14,4,0,70.2,288.4,69.1,65.7,1.749,54.9,3.817,2019
149,Jim Herman,45,"$678,185",321,21,48,5,1,1,70.9,288.3,70.1,66.2,1.778,44.2,3.583,2019
150,Tyler Duncan,33,"$596,502",238,29,83,17,1,0,70.7,288.2,69.6,68.5,1.784,44.6,3.386,2019
151,Matt Fitzpatrick,28,"$1,553,750",0,14,51,13,2,0,71.0,287.9,66.1,63.9,1.751,47.7,3.549,2019
152,Russell Henley,33,"$1,133,773",553,25,70,13,1,0,70.1,287.7,69.3,68.1,1.781,43.3,3.643,2019
153,Zach Johnson,47,"$603,160",276,19,64,13,1,0,70.5,287.5,66.6,62.6,1.767,54.1,3.344,2019
154,Roberto Díaz,36,"$620,178",271,23,65,14,2,0,70.3,287.4,67.8,66.6,1.755,52.4,3.738,2019
155,Brice Garnett,39,"$1,019,594",466,28,85,15,2,0,70.1,287.4,71.5,69.5,1.766,44.4,3.765,2019
156,Ben Silverman,35,"$298,497",143,0,68,11,0,0,70.7,287.2,68.0,66.5,1.783,61.2,3.441,2019
157,Brandt Snedeker,42,"$3,122,936",2,27,99,24,6,0,70.2,287.2,63.2,64.9,1.746,62.3,3.737,2019
158,Chez Reavie,41,"$3,660,909",-6,28,92,22,6,1,69.8,287.0,75.7,67.9,1.737,48.9,4.011,2019
159,Andrew Landry,35,"$887,405",481,25,74,15,1,0,70.5,286.8,71.7,67.1,1.758,50.0,3.838,2019
160,Kevin Kisner,39,"$3,489,144",-5,25,86,22,5,1,70.0,286.4,69.4,67.0,1.760,45.8,3.674,2019
161,Rod Pampling,53,"$102,127",42,0,52,5,0,0,71.6,286.4,62.8,64.0,1.803,46.2,3.077,2019
162,Aaron Baddeley,42,"$904,982",428,18,55,10,3,0,70.4,286.3,57.7,63.3,1.722,54.5,3.782,2019
163,K.H. Lee,31,"$1,061,457",453,30,84,16,2,0,70.8,286.2,66.0,67.7,1.775,51.8,3.726,2019
164,Pat Perez,47,"$1,103,241",376,21,62,13,3,0,70.5,286.1,65.3,65.3,1.756,50.0,3.774,2019
165,Graeme McDowell,43,"$1,671,523",750,20,71,18,3,1,70.4,285.9,62.7,64.8,1.758,56.6,3.535,2019
166,Freddie Jacobson,48,"$144,500",72,0,51,7,0,0,71.4,285.3,60.6,63.2,1.762,42.5,3.196,2019
167,C.T. Pan,31,"$2,362,399",1125,25,82,17,2,1,70.6,285.0,64.8,64.2,1.765,57.4,3.488,2019
168,Whee Kim,31,"$292,773",118,27,69,9,1,0,71.5,284.3,62.1,66.2,1.780,45.5,3.623,2019
169,Kyle Jones,29,"$277,762",133,0,66,10,0,0,71.1,284.0,68.6,66.0,1.801,39.0,3.273,2019
170,Roberto Castro,37,"$674,250",312,22,72,16,2,0,70.3,283.8,67.5,68.4,1.772,46.9,3.708,2019
171,Johnson Wagner,43,"$597,792",312,19,58,13,1,0,69.9,283.4,67.1,71.6,1.755,40.2,4.000,2019
172,Brady Schnell,--,"$210,914",103,0,51,6,0,0,71.1,283.3,67.5,64.5,1.760,52.2,3.373,2019
173,Vaughn Taylor,47,"$1,723,910",937,27,91,20,4,0,69.8,282.9,69.0,66.8,1.718,56.7,4.044,2019
174,Henrik Stenson,47,"$1,397,370",523,15,50,14,3,0,70.4,282.7,72.1,66.1,1.780,49.3,3.460,2019
175,Satoshi Kodaira,33,"$421,457",141,0,64,12,0,0,72.1,282.3,67.6,63.5,1.783,38.9,3.516,2019
176,Ryan Moore,40,"$1,838,788",944,22,74,15,2,0,70.2,282.2,75.5,68.2,1.736,45.5,3.905,2019
177,Jonathan Byrd,45,"$550,547",283,17,49,11,1,0,70.5,281.6,58.2,65.2,1.763,41.2,3.673,2019
178,Andrew Putnam,34,"$2,439,137",1145,23,76,18,3,0,70.3,281.5,60.6,65.9,1.701,61.0,4.158,2019
179,"Ted Potter, Jr.",39,"$757,721",291,23,71,14,1,0,71.4,281.4,63.2,66.4,1.762,41.8,3.817,2019
180,David Hearn,43,"$397,677",195,18,47,9,1,0,70.7,279.3,69.9,67.5,1.750,50.7,3.553,2019
181,Michael Kim,29,"$104,936",34,0,59,4,0,0,73.0,279.3,53.0,60.1,1.798,46.6,2.983,2019
182,Alex Cejka,52,"$181,155",88,0,50,8,0,0,71.3,278.0,67.2,64.4,1.798,42.0,3.100,2019
183,Ryan Armour,47,"$955,468",475,28,92,17,1,0,70.1,277.9,73.8,67.6,1.771,53.6,3.761,2019
184,Brian Stuard,40,"$1,320,637",572,29,94,20,3,0,70.3,276.6,71.1,64.9,1.749,52.9,3.691,2019
185,Jim Furyk,52,"$2,669,938",911,21,68,16,3,0,70.1,275.0,74.4,69.3,1.785,53.4,3.456,2019
186,Brian Gay,51,"$1,029,440",415,28,89,19,2,0,70.6,274.9,70.2,64.4,1.758,48.3,3.517,2019
187,Scott Langley,34,"$635,883",277,27,74,12,1,0,70.8,271.3,69.0,62.0,1.735,53.0,3.554,2019
1,Rory McIlroy,33,"$4,410,296",602,18,61,14,7,1,69.5,319.7,55.8,66.3,1.736,52.4,4.000,2018
2,Trey Mullinax,30,"$1,184,245",550,24,69,14,3,0,70.6,318.3,54.9,65.4,1.759,48.0,3.826,2018
3,Tom Lovelady,29,"$700,783",332,28,81,15,2,0,70.9,315.9,54.7,67.1,1.774,49.7,3.914,2018
4,Tony Finau,33,"$5,620,138",1732,28,98,25,11,0,69.5,315.1,55.1,70.2,1.735,44.4,4.133,2018
5,Luke List,38,"$2,710,736",1150,29,95,20,5,0,70.3,314.6,54.7,68.4,1.794,52.2,3.863,2018
6,Dustin Johnson,38,"$8,457,352",2056,20,74,19,12,3,68.5,314.0,59.5,70.6,1.699,52.2,4.703,2018
7,Gary Woodland,38,"$3,108,907",385,27,91,21,3,1,70.2,313.5,63.7,70.5,1.794,41.5,3.802,2018
8,Brooks Koepka,32,"$7,094,047",1093,17,62,16,6,2,69.4,313.4,56.8,68.3,1.747,53.8,4.194,2018
9,Bubba Watson,44,"$5,793,748",918,24,79,19,6,3,70.1,313.1,58.3,68.2,1.773,44.2,3.747,2018
10,Keith Mitchell,31,"$1,641,260",878,29,97,21,4,0,70.3,312.6,58.6,69.4,1.788,48.6,4.093,2018
11,Justin Thomas,29,"$8,694,821",1610,23,82,21,10,3,69.1,311.8,58.4,68.8,1.714,54.3,4.341,2018
12,Brendan Steele,40,"$2,291,128",1015,22,67,16,3,1,71.0,310.3,60.5,69.2,1.817,48.0,3.478,2018
13,Kevin Tway,34,"$1,379,544",643,31,104,24,3,0,70.4,310.1,52.6,66.9,1.773,49.4,3.760,2018
14,Jason Day,35,"$5,087,461",564,20,68,18,5,2,69.7,310.0,58.3,65.3,1.716,62.5,4.176,2018
15,Jason Kokrak,37,"$1,794,431",1053,29,99,21,4,0,70.0,309.5,58.1,70.4,1.776,40.9,3.879,2018
16,Jon Rahm,28,"$3,992,678",422,20,66,16,5,1,69.7,308.9,59.2,70.1,1.747,48.5,4.439,2018
17,Kevin Chappell,36,"$1,608,338",667,23,74,16,4,0,70.9,308.6,61.3,66.5,1.786,44.1,3.784,2018
18,Harold Varner III,32,"$1,223,064",524,27,89,18,3,0,70.8,308.2,59.0,67.8,1.786,51.9,3.449,2018
19,Robert Garrigus,45,"$702,030",353,27,76,13,1,0,70.9,307.9,56.4,65.3,1.785,43.2,3.763,2018
19,Byeong Hun An,31,"$2,599,264",1170,24,84,19,4,0,70.3,307.9,60.2,68.0,1.791,48.9,3.655,2018
21,Nick Watney,41,"$1,402,833",760,26,90,21,1,0,70.5,307.5,56.3,68.0,1.755,43.8,3.667,2018
22,Grayson Murray,29,"$1,056,628",438,22,72,15,2,0,71.9,307.3,56.0,62.5,1.759,43.9,3.958,2018
23,Tommy Fleetwood,32,"$3,935,147",483,19,66,18,6,0,69.5,306.9,65.0,69.4,1.745,51.7,4.318,2018
24,J.B. Holmes,40,"$1,595,942",668,24,75,14,3,0,70.7,306.1,57.1,65.3,1.765,54.5,3.587,2018
25,Bryson DeChambeau,29,"$8,094,489",2188,26,93,22,9,3,69.6,305.7,62.2,69.7,1.758,48.7,4.204,2018
26,Adam Schenk,31,"$474,923",239,28,80,14,1,0,71.0,305.5,57.7,67.9,1.805,42.4,3.288,2018
27,Ryan Palmer,46,"$1,484,445",916,22,63,13,3,0,70.5,305.2,59.1,65.6,1.754,46.2,3.937,2018
28,Xander Schauffele,29,"$4,047,538",581,27,93,22,7,0,70.4,304.9,59.8,65.6,1.763,48.4,3.806,2018
29,Adam Scott,42,"$2,237,641",1081,21,78,18,3,0,70.6,304.6,62.5,70.7,1.799,50.4,3.756,2018
30,Matt Jones,42,"$538,681",264,23,62,11,0,0,70.7,304.5,59.4,66.5,1.765,51.4,3.629,2018
