"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
33,593643,"Alberto, Hanser",33,100,0.545,0.273,0.556,0.818,0.595,0.479,0.386,6,11,91.1,23,1543,63.2,52.28,0,18,15,-10.900000000000006,4.6,119,150,117,146,291,323,302
32,517008,"Colomé, Alex",62,51.6,0.125,0.125,0.167,0.25,0.216,0.234,0.177,1,8,85.3,-13.7,2289,90.2,89.91,7,21,11,-0.29999999999999716,6.17,109,150,113,146,294,319,293
32,683769,"Gaddis, Hunter",495,6.5,0,0,0,0,0,0.11,0.095,0,4,75.8,17.3,2460,75.4,75.44,4,8,24,0,6.58,117,148,115,150,298,315,291
32,605182,"Clevinger, Mike",1078,3,0.167,0,0.143,0.167,0.126,0.445,0.306,1,6,86.9,-2.3,2212,76,75.83,2,10,22,-0.20000000000000284,6.47,116,147,101,151,290,317,300
32,663765,"Woodford, Jake",732,4.4,0.2,0,0.25,0.2,0.325,0.376,0.266,1,5,91.1,8.7,1286,86.1,81.14,2,10,22,-5,6.6,115,146,109,150,298,317,309
32,663474,"McKenzie, Triston",171,18.7,0.286,0.143,0.4,0.429,0.305,0.22,0.231,2,7,86.4,13.6,2230,79.3,79.95,4,17,15,0.7000000000000028,6.67,112,148,117,146,301,315,293
32,476595,"Luetge, Lucas",252,12.7,0,0,0,0,0,0.001,0.001,0,5,86,48,2478,73,72.87,4,10,22,-0.09999999999999432,6.52,113,150,122,146,320,326,294
32,543339,"Hudson, Daniel",64,50,0.286,0.143,0.5,0.429,0.392,0.262,0.113,2,7,83.4,-4,2510,88.1,88.82,7,14,18,0.7000000000000028,6.53,114,151,121,150,302,318,293
32,670810,"Gillaspie, Logan",191,16.8,0.429,0.429,0.5,0.857,0.53,0.364,0.33,3,7,99.3,-0.7,1574,88.1,88.3,3,16,16,0.20000000000000284,6.4,118,147,118,150,305,324,298
32,669461,"Liberatore, Matthew",591,5.4,0.286,0.143,0.286,0.429,0.354,0.313,0.269,2,7,87.2,18.4,1642,86.9,67.06,2,17,15,-19.80000000000001,6.22,107,150,120,144,308,321,296
32,682989,"Mederos, Victor",50,64,0.429,0,0.5,0.429,0.45,0.331,0.245,3,7,83.6,-2.5,2275,96.6,96.85,1,10,22,0.20000000000000284,6.61,113,146,115,145,302,326,303
32,544727,"Familia, Jeurys",256,12.5,0.286,0,0.333,0.286,0.253,0.277,0.295,2,7,88.1,-5.5,1520,89,88.37,3,13,19,-0.5999999999999943,5.84,114,146,110,150,297,320,299
32,669270,"Kuhnel, Joel",83,38.6,0.5,0.333,0.5,0.833,0.597,0.512,0.403,3,6,97,10,2145,94.5,96.02,6,18,14,1.5,7.05,107,144,116,147,298,321,298
32,601713,"Pivetta, Nick",1335,2.4,0.111,0.111,0.2,0.222,0.195,0.209,0.164,1,9,95.9,6.8,2451,84.3,84.94,7,17,15,0.6000000000000085,6.74,108,153,123,149,292,328,286
32,672715,"Patiño, Luis",77,41.6,0.375,0,0.429,0.375,0.372,0.498,0.409,3,8,83.9,14.3,2394,85.4,86,2,17,15,0.5999999999999943,6.65,114,150,125,149,303,333,302
32,669160,"May, Dustin",735,4.4,0.1,0,0.111,0.1,0.088,0.329,0.33,1,10,96.1,0.9,1836,90.8,91.27,1,13,19,0.5,6.62,115,149,118,153,290,315,303
32,605155,"Brewer, Colten",104,30.8,0.286,0.286,0.333,0.571,0.357,0.354,0.295,2,7,96.3,19.2,2761,85.5,85.74,3,12,20,0.20000000000000284,6.47,112,149,121,152,299,329,281
32,673858,"Wong, Jake",57,56.1,0.6,0,0.6,0.6,0.559,0.439,0.382,3,5,98.9,-3.8,1719,92.8,93.87,2,13,19,1.1000000000000085,6.75,103,145,126,151,310,322,294
32,643493,"Pruitt, Austin",532,6,0.333,0.111,0.375,0.444,0.335,0.384,0.285,3,9,86.8,24,1645,86.8,86.17,4,21,11,-0.5999999999999943,5.7,109,143,115,153,293,321,303
32,665871,"Assad, Javier",615,5.2,0.5,0.333,0.6,0.833,0.597,0.421,0.341,3,6,87.4,24.2,2331,77.5,77.56,2,11,21,0.09999999999999432,6.36,109,146,115,153,294,320,298
32,681190,"Vásquez, Randy",245,13.1,0.4,0,0.5,0.4,0.354,0.463,0.486,2,5,91.6,19.3,3015,81.2,81.16,3,12,20,0,6.33,111,149,119,152,301,334,288
31,663753,"Knehr, Reiss",123,25.2,0.333,0.167,0.333,0.5,0.404,0.515,0.508,2,6,89.2,29.5,2137,88.7,89.86,1,13,18,1.2000000000000028,6.85,105,147,112,147,297,318,297
31,642701,"Santana, Dennis",176,17.6,0.2,0,0.25,0.2,0.161,0.221,0.252,2,10,83.9,4.4,1971,88.1,87.66,7,18,13,-0.3999999999999915,6.22,118,149,125,153,295,322,297
31,675540,"Curry, Xzavion",773,4,0.3,0.1,0.3,0.4,0.302,0.184,0.172,3,10,86.4,10.8,1458,88.2,88.11,0,12,19,-0.10000000000000853,6.14,117,146,117,150,293,315,295
31,673540,"Senga, Kodai",1636,1.9,0,0,0,0,0.145,0.244,0.085,0,4,80.9,18.7,2495,72.4,72.19,2,6,25,-0.20000000000000284,6.28,123,149,114,152,296,324,294
31,621074,"Rucker, Michael",653,4.7,0.333,0,0.333,0.333,0.456,0.387,0.197,1,3,79.9,-18.7,1854,90.6,90.74,3,8,23,0.10000000000000853,6.3,110,146,115,153,295,320,292
31,543548,"Milone, Tommy",163,19,0,0,0,0,0,0.224,0.223,0,3,89.5,40.3,2372,76.9,76.43,3,13,18,-0.5,6.01,104,144,105,146,289,318,297
31,663423,"Thornton, Trent",81,38.3,0.5,0,0.5,0.5,0.479,0.357,0.324,3,6,90.8,-2.7,2403,94.3,94.76,1,8,23,0.5,6.49,101,142,113,144,281,315,294
31,593619,"Tapia, Domingo",318,9.7,0.111,0.111,0.143,0.222,0.139,0.179,0.168,1,9,77.6,-15.7,1773,88.9,88.3,5,17,14,-0.6000000000000085,6.04,116,146,116,149,289,324,296
31,669373,"Skubal, Tarik",120,25.8,0,0,0,0,0.236,0.32,0.13,0,6,85.3,-7.7,2061,88.1,88.41,3,20,11,0.30000000000001137,6.33,111,150,114,146,304,326,286
31,686610,"Waldichuk, Ken",1428,2.2,0.5,0.75,0.333,1.25,0.725,0.279,0.208,2,4,72.4,-13.5,2047,74.3,74.93,0,5,26,0.6000000000000085,6.91,105,148,114,149,302,323,293
31,670970,"Morejon, Adrian",161,19.3,0.222,0.111,0.25,0.333,0.321,0.389,0.252,2,9,92.2,16.6,2661,86,86.59,1,15,16,0.5999999999999943,6.51,106,147,112,150,288,315,291
31,669093,"Estrada, Jeremiah",237,13.1,0.2,0.6,0,0.8,0.452,0.522,0.288,1,5,103.2,21.5,2437,83.1,83.65,7,10,21,0.5,6.73,105,150,114,149,305,328,289
31,657140,"Wright, Kyle",365,8.5,0,0,0,0,0.237,0.332,0.134,0,4,90.5,-22.7,1742,89,89.96,3,11,20,1,6.76,110,150,121,150,316,327,304
31,686842,"Moore, McKinley",86,36,0.4,0.8,0.25,1.2,0.67,0.402,0.248,2,5,90.9,29,2815,84.9,85.37,2,9,22,0.5,6.6,110,148,118,147,295,315,283
31,456501,"Cueto, Johnny",80,38.8,0.286,0,0.286,0.286,0.308,0.378,0.351,2,7,92,24.6,2194,92.3,91.56,1,22,9,-0.7000000000000028,5.87,112,147,123,151,311,326,293
30,657248,"Otto, Glenn",90,33.3,0.8,1.2,0.667,2,1.028,0.929,0.637,4,5,102.7,20,2342,93.5,94.55,4,13,17,1,6.93,111,151,117,149,302,329,303
30,623381,"Pannone, Thomas",59,50.8,0.2,0,0.5,0.2,0.264,0.249,0.173,1,5,77.6,18.5,2278,87.5,88.52,4,10,20,1,6.62,99,149,115,144,300,325,287
30,517008,"Colomé, Alex",62,48.4,0.25,0.75,0,1,0.568,0.662,0.437,1,4,74.4,-4.7,2177,93.3,93.09,2,12,18,-0.20000000000000284,6.27,111,149,115,146,293,319,292
30,656820,"Padilla, Nicholas",100,30,0.5,0.5,0.75,1,0.629,0.488,0.407,4,8,94.6,21.6,2570,81.9,81.4,6,13,17,-0.5,6.06,108,152,124,149,302,321,297
30,592229,"Covey, Dylan",362,8.3,0.667,1,1,1.667,0.967,0.668,0.528,2,3,99,19.5,2453,84.8,84.52,1,8,22,-0.29999999999999716,5.97,113,144,118,147,298,316,291
30,657031,"Taylor, Josh",341,8.8,0,0,0,0,0,0.294,0.319,0,6,84.8,-2.6,2057,78.4,79.14,3,12,18,0.6999999999999886,6.7,108,152,118,147,310,331,289
30,642585,"Bautista, Félix",724,4.1,,,,,,,,,,,,2305,86.3,86.78,5,7,23,0.5,6.54,106,150,118,145,305,326,290
30,641729,"Jiménez, Joe",532,5.6,0,0,0,0,0.116,0.213,0.102,0,5,86.1,37.8,2137,89.3,90.73,4,9,21,1.4000000000000057,7.12,119,149,128,152,302,325,306
30,657585,"Garrett, Reed",52,57.7,0.333,0,0.333,0.333,0.295,0.53,0.452,2,6,90.5,1.8,2307,96.3,96.45,3,17,13,0.10000000000000853,6.34,100,148,115,146,296,329,290
30,660825,"Bazardo, Eduard",62,48.4,0.625,0.25,0.714,0.875,0.644,0.342,0.33,5,8,83.6,8.9,2576,83.3,82.83,5,18,12,-0.5,6.02,117,149,129,150,298,320,291
30,674285,"Salazar, Eduardo",239,12.6,0,0,0,0,0.203,0.309,0.151,0,5,86.8,1.7,2176,93.5,93.89,3,8,22,0.4000000000000057,6.6,108,147,126,148,296,320,289
30,689167,"Lindgren, Jeff",97,30.9,0.286,0.143,0.286,0.429,0.305,0.325,0.278,2,7,88.5,24.1,2615,79.2,79.04,4,13,17,-0.20000000000000284,6.4,107,146,120,148,301,320,294
30,672841,"Vargas, Carlos",81,37,0.222,0.667,0,0.889,0.493,0.529,0.288,2,9,100.8,14.4,2361,91.7,92.78,6,13,17,1.0999999999999943,6.8,103,145,119,141,299,322,285
30,663752,"Morris, Cody",90,33.3,0.4,0.7,0.4,1.1,0.617,0.559,0.403,4,10,101.9,17,2293,89.1,89.13,4,17,13,0,6.39,115,151,126,149,302,320,296
30,572193,"Tepera, Ryan",210,14.3,0.286,0,0.333,0.286,0.253,0.113,0.124,2,7,91,35.2,2455,80.3,80.07,2,10,20,-0.20000000000000284,6.32,104,149,114,147,298,326,301
29,677161,"Kelly, Zack",145,20,0.2,0.2,0.25,0.4,0.25,0.349,0.362,1,5,98.2,7.3,2544,85.8,83.42,2,12,17,-2.3999999999999915,6.87,104,148,117,149,290,328,290
29,641627,"Gott, Trevor",533,5.4,0.2,0,0.25,0.2,0.227,0.298,0.279,2,10,83.7,0.9,1911,80.6,79.88,2,12,17,-0.6999999999999886,5.9,116,148,117,149,291,319,301
29,445926,"Chavez, Jesse",491,5.9,0,0,0,0,0,0.011,0.012,0,7,58,55.5,2587,75.8,75.89,11,17,12,0.10000000000000853,6.39,113,151,121,149,317,326,298
29,606965,"Devenski, Chris",542,5.4,0,0,0,0,0.232,0.238,0.007,0,2,65.8,61,2254,79.5,79.43,2,9,20,-0.09999999999999432,6.28,107,149,122,145,306,328,296
29,694297,"Pfaadt, Brandon",502,5.8,0.25,0,0.333,0.25,0.316,0.303,0.221,1,4,79.1,18.7,2415,78.7,78.96,5,12,17,0.29999999999999716,6.63,114,148,109,151,300,324,298
29,656970,"Smeltzer, Devin",258,11.2,0.5,0.667,0.4,1.167,0.692,0.331,0.201,3,6,80.2,13,2457,77,75.85,1,9,20,-1.2000000000000028,5.74,115,144,117,151,290,318,296
29,656820,"Padilla, Nicholas",100,29,0.4,0.2,0.5,0.6,0.472,0.526,0.481,2,5,100.5,14.5,2328,92.2,92.46,4,11,18,0.29999999999999716,6.12,107,151,125,151,300,320,298
29,656061,"Abreu, Albert",698,4.2,0.25,0.25,0.25,0.5,0.312,0.107,0.109,1,4,86.8,8.8,2093,96.4,97.14,0,9,20,0.6999999999999886,6.69,116,150,112,153,298,333,294
29,681869,"Dubin, Shawn",172,16.9,0.5,0.25,1,0.75,0.533,0.3,0.312,2,4,100.6,13,2651,81.8,81.19,3,11,18,-0.5999999999999943,6.29,117,149,118,151,295,330,289
29,594577,"Mayers, Mike",455,6.4,0.286,0.429,0.333,0.714,0.45,0.316,0.214,2,7,86,15.3,2419,75.9,75.6,3,8,21,-0.30000000000001137,6.11,114,148,124,151,302,327,297
29,686753,"Jameson, Drey",674,4.3,0.167,0,0.25,0.167,0.226,0.324,0.264,1,6,85.5,14,2589,81.2,80.22,3,11,18,-1,5.67,111,150,124,150,299,316,296
29,642121,"Sulser, Cole",72,40.3,0,0,0,0,0.199,0.305,0.147,0,5,79.9,-15,1621,85.1,85.79,7,11,18,0.7000000000000028,6.8,111,149,120,152,297,322,291
29,687888,"Walter, Brandon",189,15.3,0.444,0.333,0.429,0.778,0.519,0.516,0.393,4,9,85.6,4.6,2218,82.5,82.97,3,15,14,0.5,6.54,108,150,123,148,293,330,293
29,543339,"Hudson, Daniel",64,45.3,0,0,0,0,0,0.033,0.037,0,4,90.6,20,2485,95.4,95.74,4,16,13,0.29999999999999716,6.51,109,149,119,151,302,320,296
29,488984,"Hunter, Tommy",367,7.9,0.143,0,0.2,0.143,0.198,0.368,0.297,1,7,91.6,8.2,2354,92.4,92.5,2,14,15,0.09999999999999432,6.38,119,149,126,151,296,320,296
29,663658,"Ward, Thaddeus",595,4.9,0.143,0,0.25,0.143,0.126,0.063,0.06,1,7,93,25.8,2068,93.2,93.73,3,14,15,0.5,6.67,122,148,120,149,300,330,306
29,605151,"Bradley, Archie",149,19.5,0,0,0,0,0,0.197,0.208,0,5,97.2,-5.7,1985,80.1,80.69,5,12,17,0.6000000000000085,6.72,109,148,119,148,311,327,297
29,592254,"De León, José",284,10.2,0.4,0,0.4,0.4,0.411,0.429,0.387,2,5,87.6,8.6,2172,86.9,87.74,3,10,19,0.7999999999999972,6.54,104,146,116,148,297,323,291
28,670183,"Acton, Garrett",124,22.6,0.5,0.25,0.5,0.75,0.533,0.44,0.405,2,4,97.5,12.3,2341,84.6,84.16,2,8,20,-0.3999999999999915,5.95,111,145,115,146,302,318,294
28,670167,"Schreiber, John",286,9.8,0,0,0,0,0,0.08,0.085,0,6,95.6,-10.7,1672,88.9,88.91,4,8,20,0,6.6,105,144,108,149,289,327,290
28,670042,"Raley, Luke",41,68.3,0.615,0.462,0.6,1.077,0.719,0.697,0.551,8,13,91.9,15.8,1162,51.1,49.81,1,14,14,-1.3000000000000043,5.19,117,151,128,150,314,338,310
28,669169,"Heasley, Jonathan",69,40.6,0.25,0,0.333,0.25,0.221,0.328,0.344,3,12,90.1,6.8,2342,94.4,94.36,3,15,13,0,6.23,115,149,112,148,298,322,296
28,683232,"Mears, Nick",112,25,0,0,,0,0,0,,0,6,,,2397,79.8,81.3,6,10,18,1.5,7.1,116,150,126,151,302,330,303
28,665734,"Felipe, Angel",82,34.1,0,0,0,0,0.087,0.133,0.037,0,7,78.4,36.7,2310,83.5,84.26,4,9,19,0.7999999999999972,6.64,112,150,116,149,291,318,290
28,656981,"Solomon, Peter",236,11.9,0.667,0.333,0.8,1,0.709,0.501,0.338,4,6,99.1,12.4,2297,85,85.22,4,12,16,0.20000000000000284,6.29,103,151,119,145,318,321,305
28,670712,"Brosseau, Mike",30,93.3,0.125,0.375,0,0.5,0.302,0.444,0.309,1,8,92.5,11.3,1625,65.8,64.71,1,16,12,-1.0999999999999943,5.22,113,152,124,149,310,334,294
28,643377,"Jax, Griffin",581,4.8,0.5,0,0.5,0.5,0.442,0.257,0.257,2,4,80.6,22.3,2480,92.5,92.98,1,10,18,0.5,6.33,106,149,114,151,296,325,295
28,700363,"Smith-Shawver, AJ",297,9.4,0,0,0,0,0,0.04,0.043,0,7,83.1,-17.5,1380,86.1,86.95,8,16,12,0.9000000000000057,6.7,118,149,120,152,299,325,302
28,592848,"Weiss, Zack",81,34.6,0.571,0.429,0.75,1,0.667,0.361,0.349,4,7,92.2,22,2382,94,94.29,2,11,17,0.29999999999999716,6.54,110,151,119,148,304,325,297
28,694813,"Stone, Gavin",263,10.6,0.4,0,0.667,0.4,0.411,0.312,0.239,2,5,90.7,17.7,2434,89.6,90.19,4,14,14,0.6000000000000085,6.51,109,140,116,144,293,312,294
28,641427,"Busenitz, Alan",75,37.3,0.333,0.167,0.4,0.5,0.356,0.434,0.38,2,6,94.3,-2.4,2407,95.1,94.06,4,15,13,-1,5.64,108,148,118,145,292,321,290
28,527048,"Pérez, Martín",1559,1.8,0,0,0,0,0.104,0.112,0.008,0,6,87.3,46,2377,81.2,80.77,4,12,16,-0.4000000000000057,5.91,118,149,116,150,300,330,302
28,642121,"Sulser, Cole",72,38.9,0.333,0.667,0.2,1,0.562,0.592,0.398,3,9,95.6,26.1,2351,92.8,93.59,5,14,14,0.7999999999999972,6.88,114,150,122,151,297,319,291
28,666374,"Brash, Matt",707,4,0.75,0,0.75,0.75,0.67,0.576,0.599,3,4,82.1,9,2565,92.7,93.32,3,16,12,0.5999999999999943,6.54,107,148,121,145,294,320,298
27,641672,"Hatch, Thomas",85,31.8,0.2,0,0.5,0.2,0.325,0.308,0.165,1,5,80.6,30,2570,87.8,88.38,7,13,14,0.6000000000000085,6.44,109,147,122,146,293,324,284
27,656786,"Mushinski, Parker",93,29,0.5,0,0.5,0.5,0.499,0.39,0.326,2,4,96.4,-8.3,2674,81.3,81.07,2,10,17,-0.20000000000000284,6.33,113,153,115,148,293,325,294
27,681190,"Vásquez, Randy",245,11,0,0,0,0,0,0.098,0.103,0,7,69.1,-12.7,2038,88,87.85,3,12,15,-0.09999999999999432,6.32,117,147,113,153,292,332,291
27,663455,"Pilkington, Konnor",40,67.5,0,0,0,0,0.232,0.246,0.013,0,2,88.7,38,2270,92.9,93.12,2,8,19,0.19999999999998863,6.46,109,151,124,150,292,305,280
27,680739,"Winder, Josh",112,24.1,0.25,0,0.333,0.25,0.38,0.385,0.251,1,4,101.4,-5.7,2077,94.5,94.49,1,10,17,0,6.14,114,150,124,150,301,332,295
27,678606,"Ferrer, Jose A.",115,23.5,0.6,0.2,1,0.8,0.604,0.243,0.267,3,5,79.4,3.3,1902,85.8,84.96,4,11,16,-0.7999999999999972,5.84,112,148,119,146,312,333,311
27,541640,"Ramírez, Erasmo",416,6.5,0.222,0.111,0.286,0.333,0.286,0.33,0.218,2,9,92.1,19.4,2582,80,77.13,3,12,15,-2.9000000000000057,6.34,125,148,121,149,304,328,312
27,624647,"González, Victor",376,7.2,0,0,0,0,0.081,0.133,0.043,0,8,83,6.3,1858,87.3,87.6,5,14,13,0.29999999999999716,6.42,107,152,118,149,310,320,289
27,571901,"Loup, Aaron",441,6.1,0.167,0.167,0.25,0.333,0.208,0.148,0.118,1,6,76.6,41.8,2402,75.4,74.11,4,13,14,-1.3000000000000114,5.85,105,144,103,146,290,326,305
27,657612,"Hill, Tim",613,4.4,0.429,0.571,0.4,1,0.623,0.331,0.205,3,7,90.3,32.2,1949,88,88.78,2,13,14,0.7999999999999972,6.79,113,150,119,148,305,320,291
27,656657,"Logue, Zach",115,23.5,0.167,0,0.167,0.167,0.226,0.417,0.392,1,6,93.3,-5.2,1881,83.9,83.22,0,16,11,-0.7000000000000028,5.56,107,150,117,143,305,327,294
27,621139,"Kriske, Brooks",92,29.3,0.143,0.429,0,0.571,0.302,0.398,0.282,1,7,94.2,41.3,2302,94.9,94.98,0,13,14,0.09999999999999432,6.25,113,146,117,148,296,325,301
27,607968,"Rucinski, Drew",350,7.7,0,0,,0,0,0,,0,1,,,916,83.6,84.34,3,3,24,0.7000000000000028,6.73,118,145,113,154,289,315,300
27,660593,"Reyes, Denyi",130,20.8,0.333,0.5,0.2,0.833,0.537,0.387,0.276,2,6,88.4,21.2,2312,87.9,79.35,5,15,12,-8.600000000000009,6.83,112,150,121,151,304,323,294
27,641941,"Pagán, Emilio",643,4.2,0.286,0.143,0.333,0.429,0.305,0.287,0.282,2,7,94.2,11.3,2571,81.4,82.56,2,12,15,1.1999999999999886,6.92,111,147,121,151,298,331,297
27,677651,"Garcia, Luis",465,5.8,0.222,0.111,0.333,0.333,0.237,0.155,0.165,2,9,76.4,17,2087,84.4,83.94,5,13,14,-0.5,6.18,111,146,113,151,287,318,299
27,571912,"Maile, Luke",29,93.1,0.4,0.1,0.4,0.5,0.39,0.45,0.441,4,10,91.7,20.5,1836,67.4,66.6,2,17,10,-0.8000000000000114,5.54,114,151,126,148,297,317,290
27,622103,"Reyes, Gerardo",87,31,0.2,0.2,0.2,0.4,0.386,0.474,0.257,1,5,87.3,49.4,2196,83.1,82.39,0,8,19,-0.6999999999999886,5.94,101,146,118,144,301,329,301
27,663753,"Knehr, Reiss",123,22,0,0,0,0,0,0.198,0.178,0,8,84.3,1.6,2233,80.6,80.92,2,11,16,0.30000000000001137,6.79,110,147,115,145,298,320,300
27,667463,"King, John",266,10.2,0.375,0,0.5,0.375,0.332,0.428,0.457,3,8,89.3,8.3,2675,85.2,85.25,3,14,13,0,6.19,116,148,113,151,294,329,297
27,669711,"Weissert, Greg",137,19.7,0.125,0.375,0,0.5,0.252,0.278,0.153,1,8,92.7,21.3,2270,93.7,94.27,7,15,12,0.5999999999999943,6.57,114,150,120,152,294,327,286
27,641672,"Hatch, Thomas",85,31.8,0.3,0.2,0.5,0.5,0.371,0.311,0.282,3,10,91.2,6,2011,85.7,86.24,6,13,14,0.5,6.43,117,146,121,149,290,326,287
27,605488,"Springs, Jeffrey",211,12.8,0,0,0,0,0,0.09,0.091,0,4,80.5,30.3,2262,85.1,85.54,2,7,20,0.4000000000000057,6.5,100,150,117,145,300,328,294
27,621016,"Cuas, Jose",664,4.1,0.333,0.5,0.333,0.833,0.514,0.446,0.275,2,6,84.7,19.5,1829,87.6,87.53,2,9,18,-0.09999999999999432,6.41,108,145,114,148,291,326,301
27,682990,"Priester, Quinn",73,37,0.333,0.222,0.375,0.556,0.434,0.399,0.342,3,9,89.2,-4.3,2126,92.1,93.02,2,13,14,0.9000000000000057,6.56,112,150,112,151,297,317,296
27,672715,"Patiño, Luis",77,35.1,0.25,0.75,0,1,0.526,0.478,0.241,2,8,96.6,27,2234,94.2,94.66,1,10,17,0.5,6.69,116,148,127,150,300,330,303
27,668909,"Williams, Gavin",453,6,0.25,0.375,0.2,0.625,0.4,0.514,0.374,2,8,88.2,22.3,1859,88.3,90.31,3,13,14,2,7.47,117,145,117,152,299,316,294
27,663362,"Waldron, Matt",62,43.5,0.222,0.667,0,0.889,0.448,0.405,0.297,2,9,93.1,3,2043,92.3,92.46,5,16,11,0.20000000000000284,6.76,114,150,115,152,287,317,291
27,488984,"Hunter, Tommy",367,7.4,0.333,0.667,0.286,1,0.554,0.44,0.318,3,9,91.9,-2,1904,86.3,86.55,2,17,10,0.29999999999999716,6.48,115,145,121,148,293,320,296
27,656818,"Overton, Connor",200,13.5,0.667,0,0.667,0.667,0.617,0.427,0.361,2,3,91.4,-1.3,2040,90.6,90.38,1,10,17,-0.19999999999998863,6.23,106,148,122,147,290,314,287
26,608328,"De Jong, Chase",225,11.6,0.286,0.429,0.167,0.714,0.403,0.356,0.24,2,7,86.2,12.1,1090,85.5,85.32,2,15,11,-0.20000000000000284,6.19,112,145,113,147,296,320,296
26,543901,"Weber, Ryan",182,14.3,0.3,0.3,0.333,0.6,0.379,0.319,0.225,3,10,88.1,20.6,2065,76.7,75.16,6,17,9,-1.5,5.45,121,147,118,154,294,326,290
26,657508,"Baumann, Mike",769,3.4,0.4,0.2,0.4,0.6,0.427,0.125,0.128,2,5,89.6,22.2,2021,88.7,89.09,0,10,16,0.3999999999999915,6.64,119,147,118,152,300,325,298
26,669145,"Zimmermann, Bruce",187,13.9,0.375,0.5,0.4,0.875,0.519,0.252,0.169,3,8,86,13,2211,81.3,80.89,2,14,12,-0.3999999999999915,6.09,106,145,115,140,299,323,289
26,665734,"Felipe, Angel",82,31.7,0.333,0,0.333,0.333,0.295,0.212,0.227,2,6,93.9,-12.5,2087,94.7,95.92,3,11,15,1.2000000000000028,6.9,113,150,118,147,293,318,290
26,680739,"Winder, Josh",112,23.2,0.6,0.2,1,0.8,0.604,0.372,0.391,3,5,90.7,16.7,1328,89,89.2,4,12,14,0.20000000000000284,6.27,121,149,128,152,301,330,296
26,542914,"Bass, Anthony",324,8,0.625,0.125,0.625,0.75,0.609,0.513,0.517,5,8,94.9,16.1,2064,94.4,94.61,2,15,11,0.19999999999998863,6.57,112,146,120,147,286,325,290
26,663562,"Davis, Noah",395,6.6,0.4,0,0.571,0.4,0.354,0.115,0.126,4,10,77.5,0.9,2710,78.6,77.84,3,17,9,-0.7999999999999972,5.85,111,144,121,145,283,320,290
26,489119,"Miley, Wade",1028,2.5,0,0,0,0,0,0.397,0.24,0,2,88.8,30.5,2434,75.9,75.73,1,5,21,-0.20000000000000284,6.17,111,151,116,147,300,323,297
26,645444,"Herrera, Jose",27,96.3,0.571,0.143,0.571,0.714,0.558,0.356,0.357,4,7,92.6,19.4,1466,63.6,61.55,1,15,11,-2,4.45,115,150,129,147,317,317,291
26,656786,"Mushinski, Parker",93,28,0.333,0.167,0.5,0.5,0.404,0.394,0.278,2,6,95,18,2563,87.8,88.74,4,16,10,0.9000000000000057,6.55,109,150,117,150,292,324,297
26,641482,"Cortes, Nestor",1004,2.6,0.556,0.111,1,0.667,0.532,0.357,0.382,5,9,86,15.6,1386,83.3,82.86,4,14,12,-0.3999999999999915,5.98,113,153,119,151,303,323,285
26,656814,"Ortiz, Luis F.",231,11.3,0,0,0,0,0.174,0.338,0.232,0,3,83.7,11,2047,95.3,94.61,3,10,16,-0.7000000000000028,5.9,119,145,118,149,289,325,296
26,621294,"Heller, Ben",175,14.9,0,0,0,0,0.145,0.195,0.045,0,8,97.5,26,2470,78.6,78.59,6,7,19,0,6.23,114,152,121,148,311,323,297
26,605488,"Springs, Jeffrey",211,12.3,0,0,0,0,0,0.103,0.115,0,4,89.1,39.5,2341,79.2,79.13,5,9,17,-0.10000000000000853,6.48,117,148,124,152,294,328,304
26,682051,"Hill, Garrett",280,9.3,0.333,0.333,0.333,0.667,0.416,0.095,0.084,1,3,85.3,-2.7,2646,80,79.61,1,8,18,-0.4000000000000057,6.25,109,146,122,148,296,329,300
26,660825,"Bazardo, Eduard",62,41.9,0.2,0.2,0.2,0.4,0.25,0.383,0.311,1,5,93.4,11,2111,95.1,95.22,4,14,12,0.10000000000000853,6.28,115,149,126,149,302,323,290
26,682051,"Hill, Garrett",280,9.3,0.6,0.4,0.625,1,0.682,0.461,0.393,6,10,94.6,7.2,1445,84.8,85.15,4,15,11,0.4000000000000057,6.51,113,145,114,146,293,329,301
26,571927,"Matz, Steven",1380,1.9,0.667,0.333,0.667,1,0.711,0.481,0.527,2,3,92.8,2.7,2129,88.7,89.68,1,7,19,1,6.6,111,150,121,145,313,325,300
26,670810,"Gillaspie, Logan",191,13.6,0.143,0,0.2,0.143,0.126,0.31,0.326,1,7,86.5,-19,2280,82.7,82.75,1,11,15,0.09999999999999432,6.35,111,148,115,147,302,325,299
26,668984,"Legumina, Casey",218,11.9,0.4,0.8,0.25,1.2,0.653,0.481,0.36,2,5,90.7,12.6,2644,80.4,80.89,3,13,13,0.5,6.54,113,148,126,149,293,319,292
26,681869,"Dubin, Shawn",172,15.1,0.25,0,0.5,0.25,0.221,0.26,0.276,2,8,102.9,0.7,1755,88.4,88.96,7,17,9,0.5999999999999943,6.6,104,149,114,149,298,330,288
