"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
363,666201,"Manoah, Alek",1242,29.2,0.292,0.246,0.357,0.538,0.393,0.299,0.21,19,65,84.5,21.3,2166,80.8,80.97,42,162,201,0.20000000000000284,6.75,108,149,123,147,291,328,287
362,607067,"Rea, Colin",1297,27.9,0.248,0.139,0.277,0.386,0.303,0.325,0.274,25,101,90.6,1.7,2136,92.5,93.05,22,161,201,0.5,6.65,110,150,116,146,298,324,293
360,666619,"Santos, Gregory",729,49.4,0.185,0.011,0.279,0.196,0.195,0.214,0.192,17,92,86,5.8,2567,91.6,92.2,72,193,167,0.6000000000000085,6.55,112,149,114,148,294,319,295
359,622772,"Cordero, Jimmy",512,70.1,0.232,0.122,0.27,0.354,0.299,0.334,0.272,19,82,87.9,2.4,2170,97.3,98.76,26,148,211,1.5,7.22,112,149,115,151,298,327,286
359,607192,"Glasnow, Tyler",808,44.4,0.272,0.259,0.321,0.531,0.384,0.419,0.292,22,81,90.5,9.6,2475,96.2,98.5,46,179,180,2.299999999999997,7.59,109,147,115,148,297,326,304
359,605400,"Nola, Aaron",1852,19.4,0.274,0.142,0.329,0.415,0.323,0.349,0.294,29,106,91.4,9.7,2215,91.8,92.86,13,156,203,1.1000000000000085,6.97,114,148,118,149,297,323,295
358,605218,"Edwards Jr., Carl",565,63.4,0.312,0.156,0.365,0.468,0.382,0.35,0.295,24,77,86.6,15.3,2559,93.6,94.65,27,172,186,1,6.79,114,147,114,146,308,329,310
356,607536,"Freeland, Kyle",1602,22.2,0.234,0.26,0.217,0.494,0.333,0.303,0.225,18,77,86,22.5,2292,83.5,84.53,39,180,176,1,6.75,109,148,121,147,303,334,300
356,641703,"Honeywell, Brent",756,47.1,0.212,0.136,0.226,0.348,0.338,0.425,0.3,14,66,89.8,17.1,2164,94.8,94.79,28,154,202,0,6.26,114,150,116,150,295,320,293
355,663559,"Falter, Bailey",661,53.7,0.337,0.105,0.39,0.442,0.352,0.3,0.272,32,95,88.1,14.6,2043,90.5,92.32,30,209,146,1.7999999999999972,7.39,111,149,117,149,300,324,293
355,663623,"Irvin, Jake",1106,32.1,0.167,0.125,0.182,0.292,0.247,0.268,0.192,12,72,86.3,20.6,2383,80.2,81.01,32,147,208,0.7999999999999972,6.78,115,148,115,148,307,328,310
354,676440,"Bibee, Tanner",1301,27.2,0.23,0.149,0.275,0.378,0.264,0.221,0.191,17,74,84.9,17.8,2805,84.4,84.67,46,159,195,0.29999999999999716,6.49,107,149,117,147,300,315,291
354,595345,"Okert, Steven",549,64.5,0.115,0.141,0.146,0.256,0.188,0.212,0.147,9,78,86.2,25,2478,81.8,81.74,67,183,171,-0.09999999999999432,6.3,111,149,117,149,304,321,299
354,669022,"Gore, MacKenzie",1745,20.3,0.239,0.136,0.367,0.375,0.295,0.274,0.21,21,88,89.9,8.6,2315,83.4,84.72,66,163,191,1.2999999999999972,7.05,114,149,117,145,311,334,306
353,664875,"Lawrence, Justin",703,50.2,0.284,0.149,0.303,0.432,0.367,0.352,0.264,21,74,90.3,-4.9,2296,95.2,95.13,14,137,216,-0.10000000000000853,6.15,113,148,122,148,299,327,299
352,670950,"Richards, Trevor",835,42.2,0.328,0.23,0.415,0.557,0.425,0.378,0.258,20,61,95.7,22.1,2277,93,92.43,37,151,201,-0.5999999999999943,6.27,109,149,121,148,292,325,290
352,641835,"Mayza, Tim",460,76.5,0.241,0.036,0.323,0.277,0.253,0.261,0.234,20,83,88.1,-3.4,2064,93.2,92.23,34,155,197,-1,6.47,108,148,119,147,284,320,291
350,664875,"Lawrence, Justin",703,49.8,0.106,0.021,0.192,0.128,0.137,0.187,0.144,10,94,84.2,21,2943,83.8,83.57,55,144,206,-0.20000000000000284,6.07,111,148,123,147,300,327,298
350,518876,"Kelly, Merrill",1498,23.4,0.122,0.056,0.177,0.178,0.169,0.267,0.217,11,90,88.7,-5.9,2146,88.9,88.99,66,202,148,0.09999999999999432,6.28,112,149,118,150,299,317,296
350,643377,"Jax, Griffin",581,60.2,0.163,0.01,0.235,0.173,0.17,0.212,0.192,16,98,86.1,5.5,2912,86.5,86.48,53,183,167,0,6.3,110,148,120,148,299,329,293
349,471911,"Carrasco, Carlos",1023,34.1,0.325,0.3,0.303,0.625,0.433,0.416,0.312,26,80,92.2,13.9,2228,92.5,93.21,25,152,197,0.7000000000000028,6.57,115,148,117,151,297,325,296
349,664747,"Díaz, Alexis",672,51.9,0.204,0.056,0.324,0.259,0.31,0.334,0.205,11,54,91.1,17.9,2565,94.7,97.36,46,138,211,2.700000000000003,7.74,115,146,120,148,292,319,293
348,666619,"Santos, Gregory",729,47.7,0.33,0.091,0.389,0.42,0.356,0.311,0.282,29,88,90,-3,2410,98.9,99.05,36,167,181,0.09999999999999432,6.58,108,149,112,147,295,318,293
347,650644,"Civale, Aaron",921,37.7,0.222,0.122,0.275,0.344,0.274,0.324,0.276,20,90,90.3,14.6,2616,88,87.38,39,166,181,-0.5999999999999943,5.75,113,149,115,150,295,314,291
346,621244,"Berríos, José",1730,20,0.242,0.141,0.333,0.384,0.295,0.271,0.226,24,99,82.8,5.7,1428,83.5,84.04,67,193,153,0.5,6.73,111,148,119,149,287,325,292
346,663773,"Hoeing, Bryan",692,50,0.299,0.276,0.318,0.575,0.413,0.383,0.267,26,87,91.9,7.9,2038,94.1,94.83,26,139,207,0.7000000000000028,6.84,110,148,117,149,305,320,295
345,666201,"Manoah, Alek",1242,27.8,0.314,0.243,0.367,0.557,0.423,0.417,0.295,22,70,91.2,17.8,2350,92.8,92.89,41,160,185,0.10000000000000853,6.79,109,147,117,148,287,327,290
345,606160,"Montero, Rafael",727,47.5,0.233,0.3,0.265,0.533,0.373,0.375,0.243,14,60,95.1,28.4,2334,96.1,95.95,53,164,181,-0.19999999999998863,6.32,108,148,113,148,291,321,292
345,677053,"Nardi, Andrew",590,58.5,0.231,0.167,0.302,0.397,0.311,0.29,0.22,18,78,85.8,8.1,2269,94.6,95.32,45,185,160,0.7000000000000028,6.81,111,149,116,149,301,319,294
344,425844,"Greinke, Zack",1437,23.9,0.264,0.139,0.293,0.403,0.323,0.421,0.342,19,72,91.9,20.7,2258,89.4,89.21,25,141,203,-0.20000000000000284,6.03,113,149,116,148,299,329,296
341,641729,"Jiménez, Joe",532,64.1,0.227,0.16,0.275,0.387,0.298,0.309,0.226,17,75,90.6,25.3,2430,95,96.17,51,188,153,1.2000000000000028,7.02,113,149,122,149,308,325,299
341,605200,"Davies, Zach",945,36.1,0.315,0.178,0.323,0.493,0.394,0.399,0.316,23,73,89.9,7.2,2130,89.9,89.63,12,124,217,-0.30000000000001137,6.16,110,150,119,148,296,317,294
338,643511,"Rogers, Tyler",710,47.6,0.291,0.051,0.329,0.342,0.303,0.279,0.259,23,79,87.2,-5.5,1916,82.8,81.7,20,172,166,-1.0999999999999943,5.94,109,148,115,148,298,326,294
338,572955,"Johnson, Pierce",694,48.7,0.253,0.22,0.367,0.473,0.337,0.282,0.207,23,91,89.2,17.3,2919,85.1,84.91,61,155,183,-0.19999999999998863,5.89,111,147,120,147,300,331,299
337,622491,"Castillo, Luis",1829,18.4,0.202,0.138,0.211,0.34,0.269,0.363,0.304,19,94,92.5,5.8,2114,95.7,94.39,28,167,170,-1.2999999999999972,5.62,110,149,116,146,292,320,295
336,641778,"Lauer, Eric",763,44,0.242,0.273,0.275,0.515,0.358,0.394,0.277,16,66,93.4,20.4,2180,90.8,90.78,41,169,167,0,6.29,107,151,118,147,300,324,295
336,554430,"Wheeler, Zack",1909,17.6,0.301,0.024,0.357,0.325,0.309,0.312,0.293,25,83,83.1,1.7,2295,95.3,96.92,28,180,156,1.6000000000000085,7.25,113,149,118,148,299,323,288
336,669459,"Nelson, Kyle",538,62.5,0.241,0.165,0.372,0.405,0.3,0.275,0.209,19,79,87.4,5.7,2696,85.5,85.26,78,189,147,-0.20000000000000284,6,112,148,118,147,299,317,294
336,543518,"McGough, Scott",795,42.3,0.161,0.115,0.231,0.276,0.231,0.26,0.202,14,87,86.9,-1.1,1213,86.1,85.19,78,190,146,-0.8999999999999915,5.77,111,148,118,149,299,317,292
335,641771,"Kuhl, Chad",770,43.5,0.235,0.247,0.278,0.482,0.335,0.344,0.236,20,85,89.6,17,2555,85.5,86.13,58,162,173,0.5999999999999943,6.54,115,147,114,145,306,330,306
335,621076,"Kaprielian, James",1091,30.7,0.263,0.138,0.392,0.4,0.316,0.233,0.193,21,80,82.3,19.3,2348,80.8,80.24,50,158,177,-0.5999999999999943,6.02,112,147,116,148,299,320,295
334,621016,"Cuas, Jose",664,50.3,0.31,0.056,0.379,0.366,0.349,0.347,0.271,22,71,92.2,10.6,2482,92.5,92.31,27,153,181,-0.20000000000000284,6.39,106,149,116,146,301,329,293
334,678394,"Bello, Brayan",1430,23.4,0.227,0.213,0.241,0.44,0.292,0.342,0.247,17,75,90.5,22.3,2097,95.6,95.53,35,173,161,-0.09999999999999432,6.31,110,148,113,150,288,325,291
334,666374,"Brash, Matt",707,47.2,0.202,0.071,0.444,0.274,0.249,0.209,0.15,17,84,86,14.3,2873,89.2,89.5,81,159,175,0.29999999999999716,6.54,108,145,117,144,292,319,295
334,571510,"Boyd, Matthew",1178,28.4,0.203,0.135,0.277,0.338,0.265,0.259,0.195,15,74,85.3,8.9,2438,79.6,79.82,47,154,180,0.20000000000000284,6.33,110,149,117,145,301,325,292
334,605397,"Musgrove, Joe",1244,26.8,0.205,0.077,0.259,0.282,0.273,0.287,0.218,16,78,85,13.7,2583,93.1,92.92,38,172,162,-0.19999999999998863,6.12,115,149,118,151,290,319,291
333,657240,"Merryweather, Julian",718,46.4,0.176,0.015,0.308,0.191,0.177,0.169,0.155,12,68,82.3,16.2,2346,87.2,86.31,75,159,174,-0.9000000000000057,6.42,106,151,115,150,303,322,289
331,669330,"Wells, Tyler",1639,20.2,0.216,0.351,0.16,0.568,0.356,0.379,0.255,16,74,91.4,21.1,2416,88.7,88.98,32,160,171,0.29999999999999716,6.29,112,149,117,148,303,326,295
331,547179,"Lorenzen, Michael",1415,23.4,0.229,0.096,0.254,0.325,0.241,0.335,0.292,19,83,90.7,13.6,2584,85.1,84.81,41,155,176,-0.29999999999999716,5.88,114,148,118,146,296,325,296
331,502043,"Gibson, Kyle",1842,18,0.256,0.105,0.304,0.36,0.303,0.293,0.24,22,86,89.4,5.2,1692,85.3,86.21,46,175,156,0.9000000000000057,6.91,111,147,113,149,296,323,297
330,663623,"Irvin, Jake",1106,29.8,0.382,0.171,0.4,0.553,0.431,0.395,0.308,29,76,89.1,8.4,2246,93.5,94.53,13,151,179,1,6.85,111,147,115,146,307,328,312
330,663878,"Pearson, Nate",547,60.3,0.237,0.113,0.283,0.35,0.289,0.292,0.221,19,80,92.6,24.5,2298,98,98.77,42,172,158,0.7999999999999972,6.88,109,147,119,146,287,324,287
329,543521,"McHugh, Collin",668,49.3,0.287,0.126,0.349,0.414,0.339,0.324,0.248,25,87,87.4,11.4,2765,79.7,80.22,43,143,186,0.5,6.66,110,148,120,150,306,326,299
329,666214,"Wentz, Joey",1296,25.4,0.264,0.231,0.284,0.495,0.357,0.362,0.269,24,91,89.8,20.7,2385,86,86.48,50,177,152,0.5,6.43,111,148,114,144,299,325,294
329,669438,"Englert, Mason",898,36.6,0.209,0.09,0.236,0.299,0.26,0.348,0.291,14,67,87.9,6.9,2173,84.2,84.07,52,173,156,-0.10000000000000853,6.17,111,149,118,144,300,327,294
329,670280,"Bednar, David",572,57.5,0.152,0.076,0.22,0.228,0.18,0.209,0.148,12,79,87.2,22.3,2462,96.4,96,70,195,134,-0.4000000000000057,6.66,110,149,116,149,298,317,297
327,543243,"Gray, Sonny",1729,18.9,0.264,0.111,0.333,0.375,0.307,0.334,0.259,19,72,88.8,7.8,2668,79.3,79,51,162,165,-0.29999999999999716,6.4,112,147,120,151,297,327,295
327,624133,"Suárez, Ranger",1116,29.3,0.318,0.082,0.377,0.4,0.369,0.349,0.278,27,85,89.5,-1.7,1936,92.9,92.57,13,132,195,-0.30000000000001137,6.24,114,148,115,148,296,325,294
326,607067,"Rea, Colin",1297,25.1,0.242,0.182,0.237,0.424,0.345,0.361,0.26,16,66,88,16.9,2185,86.5,87.08,45,156,170,0.5999999999999943,6.56,112,150,115,148,297,324,294
326,665795,"Cabrera, Edward",1213,26.9,0.22,0.2,0.22,0.42,0.358,0.409,0.248,11,50,91.2,19.8,2293,96.1,96.5,25,127,199,0.4000000000000057,6.56,113,148,113,151,298,319,298
325,641540,"Dunning, Dane",1469,22.1,0.192,0.038,0.213,0.231,0.253,0.32,0.245,10,52,85.8,22.7,2217,88.7,89.88,29,153,172,1.2000000000000028,6.85,114,148,113,150,305,335,304
325,657024,"Swanson, Erik",666,48.8,0.118,0.127,0.155,0.245,0.187,0.226,0.155,12,102,88.3,14.4,1217,84.8,85.51,66,194,131,0.7000000000000028,6.75,111,147,120,147,288,325,288
324,675627,"Grove, Michael",790,41,0.413,0.32,0.41,0.733,0.505,0.451,0.36,31,75,91.5,16.5,2217,94.8,95.64,15,149,175,0.7999999999999972,6.72,111,149,119,151,296,320,295
324,656427,"Flaherty, Jack",1759,18.4,0.169,0.108,0.233,0.277,0.249,0.283,0.22,11,65,80.7,12.3,2481,75.6,75.92,63,149,175,0.30000000000001137,6.69,117,147,116,149,301,318,298
324,605447,"Romano, Jordan",571,56.7,0.223,0.138,0.302,0.362,0.267,0.261,0.219,21,94,87.7,14.7,2193,86.8,88.7,71,183,141,1.9000000000000057,7.48,111,147,121,146,292,326,290
323,622075,"Almonte, Yency",635,50.9,0.123,0.123,0.189,0.247,0.17,0.202,0.166,9,73,83.7,19.5,2562,82.9,83.23,62,130,193,0.29999999999999716,6.56,110,151,119,150,303,320,293
323,664747,"Díaz, Alexis",672,48.1,0.138,0.057,0.244,0.195,0.191,0.215,0.16,12,87,86.8,16.5,2670,87.5,90.04,76,174,149,2.5,7.69,114,146,121,147,292,319,292
323,663986,"Stephan, Trevor",652,49.5,0.279,0.328,0.239,0.607,0.404,0.445,0.309,17,61,88.7,13.3,2530,94.8,95.51,32,154,169,0.7000000000000028,6.61,114,149,112,148,297,315,292
323,615698,"Quantrill, Cal",1166,27.7,0.316,0.079,0.358,0.395,0.328,0.355,0.303,24,76,88.2,13.3,2249,88.2,88.01,32,154,169,-0.20000000000000284,6.37,110,149,114,148,297,313,291
323,681911,"Vesia, Alex",490,65.9,0.325,0.138,0.48,0.463,0.371,0.303,0.246,26,80,92.2,18.5,2353,94.3,94.58,50,179,144,0.29999999999999716,6.53,109,149,116,149,298,316,293
323,678394,"Bello, Brayan",1430,22.6,0.173,0.025,0.28,0.198,0.2,0.204,0.157,14,81,83,6.8,1793,86.6,86.76,81,184,139,0.20000000000000284,6.46,110,149,116,150,289,324,290
322,641927,"Ober, Bailey",1258,25.6,0.176,0.044,0.239,0.22,0.199,0.245,0.225,16,91,83.4,11.5,2068,83.6,85.07,49,180,142,1.5,7.3,116,148,123,152,299,328,293
322,502043,"Gibson, Kyle",1842,17.5,0.169,0.072,0.24,0.241,0.178,0.252,0.206,14,83,85.5,17,2430,81.4,81.85,71,150,172,0.3999999999999915,6.86,108,149,116,145,304,324,291
322,656945,"Scott, Tanner",691,46.6,0.2,0.077,0.293,0.277,0.265,0.278,0.213,13,65,79.8,12.6,2612,96.2,96.5,45,147,175,0.29999999999999716,6.42,110,150,116,149,299,318,293
322,642207,"Williams, Devin",585,55,0.123,0.111,0.167,0.235,0.221,0.261,0.175,10,81,84.7,3.1,2656,84.4,85.97,67,159,163,1.5999999999999943,7.5,114,150,115,148,295,323,295
321,547973,"Chapman, Aroldis",603,53.2,0.225,0.025,0.346,0.25,0.314,0.311,0.199,9,40,86.1,14.4,2450,99.3,100.72,46,124,197,1.4000000000000057,7.11,107,148,113,144,304,330,291
321,641941,"Pagán, Emilio",643,49.9,0.233,0.178,0.306,0.411,0.319,0.31,0.21,17,73,94.4,24.4,2549,95.5,96.3,45,187,134,0.7999999999999972,6.8,113,149,120,150,298,327,294
321,425794,"Wainwright, Adam",962,33.4,0.405,0.38,0.406,0.785,0.519,0.48,0.374,32,79,90.5,11.4,2157,86.9,81.56,12,129,192,-5.300000000000011,6.53,113,149,116,148,300,317,301
321,502043,"Gibson, Kyle",1842,17.4,0.36,0.187,0.343,0.547,0.394,0.355,0.323,27,75,83,11.9,2363,89.8,90.28,24,150,171,0.5,6.87,109,148,113,148,298,324,297
320,543294,"Hendricks, Kyle",879,36.4,0.159,0.115,0.169,0.274,0.202,0.232,0.199,18,113,83.5,16.9,2157,80.4,79.5,50,175,145,-0.9000000000000057,5.61,113,149,115,151,298,321,295
320,694363,"Shuster, Jared",725,44.1,0.299,0.195,0.318,0.494,0.38,0.394,0.305,23,77,90,15.9,2136,91.5,92.12,13,144,176,0.5999999999999943,6.58,111,152,118,148,313,325,295
320,607481,"Bummer, Aaron",572,55.9,0.317,0.1,0.358,0.417,0.361,0.333,0.28,19,60,91.2,-10.1,1946,94.6,94.86,21,134,186,0.30000000000001137,6.48,106,145,111,144,294,316,294
320,663738,"Lynch, Daniel",731,43.8,0.288,0.274,0.283,0.562,0.393,0.372,0.27,21,73,90.1,26.4,2153,92.7,94.16,28,156,164,1.5,7.12,107,151,119,146,306,326,289
319,605483,"Snell, Blake",1845,17.3,0.082,0.071,0.208,0.153,0.12,0.112,0.085,7,85,86.3,2.6,2350,81.3,81.59,79,136,183,0.29999999999999716,6.77,111,151,119,148,298,320,289
318,543243,"Gray, Sonny",1729,18.4,0.129,0.04,0.26,0.168,0.151,0.201,0.168,13,101,88,8.4,2721,84,84.04,71,169,149,0,6.44,111,149,123,146,300,327,291
318,623149,"Sewald, Paul",607,52.4,0.2,0.077,0.333,0.277,0.253,0.212,0.147,13,65,86.1,27.1,2487,92,92.48,57,175,143,0.5,6.66,113,146,118,147,291,321,304
317,676596,"Fleming, Josh",722,43.9,0.237,0.237,0.226,0.475,0.351,0.38,0.279,19,80,90.8,-4,1750,90.3,90.22,28,142,175,-0.09999999999999432,6.4,102,148,119,146,300,322,298
317,628711,"Urías, Julio",1118,28.4,0.189,0.149,0.218,0.338,0.264,0.286,0.205,14,74,81.2,19.1,2828,79.6,78.35,33,144,173,-1.2999999999999972,5.52,113,151,116,149,299,317,293
317,669713,"Wesneski, Hayden",963,32.9,0.132,0.132,0.159,0.263,0.184,0.217,0.182,10,76,84.1,18,2567,81,79.46,41,121,196,-1.5,6.7,111,150,113,151,300,324,292
316,669854,"Blanco, Ronel",804,39.3,0.344,0.426,0.295,0.77,0.509,0.493,0.321,21,61,96.2,24.5,2267,94.5,95.25,24,145,171,0.7999999999999972,6.85,110,149,115,148,292,324,289
315,543294,"Hendricks, Kyle",879,35.8,0.284,0.09,0.3,0.373,0.3,0.319,0.284,19,67,82.5,9,2031,87.3,86.63,11,136,179,-0.7000000000000028,5.72,108,151,114,150,303,321,291
315,621345,"Minter, A.J.",637,49.5,0.217,0.183,0.256,0.4,0.295,0.312,0.22,13,60,88.8,23.1,2421,95.8,94.79,38,163,152,-1,6.38,111,151,119,149,311,327,297
315,605483,"Snell, Blake",1845,17.1,0.164,0.131,0.182,0.295,0.246,0.261,0.194,10,61,79.4,4.6,1829,87.2,88.1,87,173,142,0.8999999999999915,6.97,108,152,119,147,300,319,288
315,554430,"Wheeler, Zack",1909,16.5,0.259,0.16,0.328,0.42,0.317,0.328,0.282,21,81,86.7,19.4,2561,91.1,92.73,38,165,150,1.6000000000000085,7.1,116,145,112,151,286,322,299
315,663558,"Moran, Jovani",659,47.8,0.148,0.099,0.224,0.247,0.197,0.205,0.152,12,81,82.2,12.7,1693,83.2,83.48,77,153,162,0.29999999999999716,6.64,109,148,121,147,297,326,292
315,656353,"Davidson, Tucker",552,57.1,0.333,0.103,0.413,0.436,0.358,0.328,0.296,26,78,87.4,8.2,2263,84.9,85.3,44,171,144,0.3999999999999915,6.5,110,149,117,147,300,325,299
314,641540,"Dunning, Dane",1469,21.4,0.198,0.116,0.276,0.314,0.234,0.317,0.278,17,86,91.9,9.7,2383,82.6,83.31,45,149,165,0.7000000000000028,6.69,113,151,120,148,306,335,303
314,669022,"Gore, MacKenzie",1745,18,0.207,0.138,0.263,0.345,0.278,0.36,0.287,12,58,91.8,6.9,1981,88.5,89.93,57,143,171,1.4000000000000057,7.03,113,148,115,146,308,334,311
314,669203,"Burnes, Corbin",1795,17.5,0.118,0.039,0.24,0.157,0.148,0.155,0.129,6,51,84.9,12.6,2776,79.8,80.17,51,117,197,0.4000000000000057,6.53,112,149,115,148,296,323,293
313,573124,"Rogers, Taylor",514,60.9,0.091,0.121,0.1,0.212,0.203,0.23,0.122,6,66,83.8,29.3,2708,79.3,78.48,54,153,160,-0.7999999999999972,5.72,107,147,115,147,295,323,297
313,519242,"Sale, Chris",955,32.8,0.176,0.206,0.333,0.382,0.261,0.258,0.16,12,68,86.4,19.9,2226,78.9,78.63,55,141,172,-0.30000000000001137,6.26,107,150,116,149,292,326,287
313,669330,"Wells, Tyler",1639,19.1,0.178,0.178,0.193,0.356,0.254,0.257,0.197,16,90,81.1,15.1,2245,85.3,85.41,58,166,147,0.10000000000000853,6.4,114,148,117,150,299,326,298
312,543135,"Eovaldi, Nathan",1736,18,0.239,0.134,0.259,0.373,0.323,0.343,0.259,16,67,86.2,12.7,2345,90.9,91.78,31,151,161,0.8999999999999915,6.8,113,148,115,149,304,335,302
311,502085,"Robertson, David",639,48.7,0.145,0.065,0.19,0.21,0.193,0.244,0.186,9,62,85.8,21,2642,93.2,93.95,34,127,184,0.7999999999999972,6.74,114,148,115,149,294,321,296
311,608371,"Sims, Lucas",616,50.5,0.167,0.133,0.243,0.3,0.262,0.288,0.184,10,60,87.6,30.1,3014,83.9,82.91,68,148,163,-1,5.63,110,147,121,147,294,322,295
309,669674,"Long, Sam",597,51.8,0.304,0.101,0.351,0.406,0.347,0.366,0.295,21,69,89.9,15.2,2255,93.9,93.63,28,171,138,-0.30000000000001137,6.18,111,147,115,148,297,320,296
308,669923,"Kirby, George",1668,18.5,0.295,0.082,0.315,0.377,0.298,0.316,0.306,18,61,84.2,9.5,2371,85.5,85.66,17,120,188,0.20000000000000284,6.42,111,148,116,147,292,319,297
308,664062,"Gonsolin, Tony",1107,27.8,0.158,0.137,0.171,0.295,0.214,0.292,0.251,15,95,86.5,8.4,1465,82.8,82.52,37,170,138,-0.29999999999999716,6,113,149,119,151,297,317,297
308,680686,"Gray, Josiah",1836,16.8,0.29,0.261,0.3,0.551,0.377,0.365,0.264,20,69,91.8,19.7,2030,88.8,88,38,158,150,-0.7999999999999972,5.67,115,146,112,147,305,330,311
308,656302,"Cease, Dylan",1958,15.7,0.266,0.141,0.327,0.406,0.305,0.343,0.285,17,64,91.3,1.9,2631,80,79.27,25,114,194,-0.7000000000000028,6.14,112,149,112,149,295,318,297
308,671737,"Bradley, Taj",1083,28.4,0.338,0.246,0.383,0.585,0.408,0.345,0.284,22,65,90.9,13.2,2354,88.4,88.77,39,149,159,0.3999999999999915,6.46,105,147,114,146,297,328,302
307,668665,"Nogosek, Stephen",489,62.8,0.286,0.214,0.348,0.5,0.379,0.35,0.252,20,70,91.5,16.7,2278,94.2,94.11,33,136,171,-0.10000000000000853,6.28,115,148,118,150,299,322,295
307,596133,"Weaver, Luke",1319,23.3,0.274,0.25,0.339,0.524,0.344,0.261,0.229,23,84,87.3,11.1,1685,85.7,84.95,46,152,155,-0.7999999999999972,5.85,112,147,122,149,291,322,296
307,489446,"Yates, Kirby",592,51.9,0.19,0.238,0.219,0.429,0.325,0.337,0.169,12,63,89.9,34.4,2312,93.3,92.92,33,131,176,-0.3999999999999915,6.1,111,149,120,148,310,324,297
306,657612,"Hill, Tim",613,49.9,0.243,0.171,0.275,0.414,0.333,0.341,0.245,17,70,87.6,12.7,2206,90.7,91.1,29,158,148,0.3999999999999915,6.85,114,148,116,149,291,317,289
305,676710,"Crawford, Kutter",1060,28.8,0.333,0.174,0.323,0.507,0.374,0.31,0.265,23,69,83.7,17.6,2421,88.7,88.93,35,158,147,0.20000000000000284,6.28,108,149,114,150,289,327,290
305,657240,"Merryweather, Julian",718,42.5,0.343,0.164,0.392,0.507,0.43,0.421,0.283,23,67,93.7,13,2333,97.7,95.72,36,162,143,-2,6.52,108,149,114,151,300,324,293
304,622491,"Castillo, Luis",1829,16.6,0.295,0.158,0.358,0.453,0.332,0.298,0.261,28,95,86.6,11.9,1914,88.3,87.44,55,170,134,-0.8999999999999915,5.73,117,146,118,149,283,319,307
303,605182,"Clevinger, Mike",1078,28.1,0.192,0.151,0.226,0.342,0.261,0.284,0.223,14,73,88.6,24.5,2391,80,80.12,48,144,159,0.09999999999999432,6.48,112,151,115,148,295,319,293
302,471911,"Carrasco, Carlos",1023,29.5,0.129,0.057,0.176,0.186,0.211,0.304,0.222,9,70,88.4,0.6,1409,87.3,88.21,50,153,149,0.9000000000000057,6.65,118,148,118,150,299,325,295
302,543521,"McHugh, Collin",668,45.2,0.345,0.069,0.377,0.414,0.376,0.344,0.295,20,58,87.8,7.7,2500,88.9,89.61,32,152,150,0.6999999999999886,6.68,111,149,118,150,307,326,299
301,657376,"Schmidt, Clarke",1603,18.8,0.203,0.116,0.308,0.319,0.252,0.235,0.193,14,69,85.3,9.7,2939,83.8,83.13,46,135,166,-0.7000000000000028,6.15,115,148,117,150,296,327,290
300,506433,"Darvish, Yu",1509,19.9,0.2,0.127,0.22,0.327,0.293,0.353,0.245,11,55,83.7,16.3,2762,82.3,82.28,40,138,162,0,6.5,116,149,113,150,293,323,292
300,666157,"Lodolo, Nick",646,46.4,0.297,0.281,0.349,0.578,0.394,0.35,0.263,19,64,91.1,8.4,2300,93.2,92.74,24,126,174,-0.5,6.26,104,149,120,147,291,319,288
300,502624,"Anderson, Chase",925,32.4,0.333,0.242,0.36,0.576,0.435,0.389,0.279,22,66,90.9,10.6,2182,93.4,92.99,27,137,163,-0.4000000000000057,5.94,111,147,124,148,304,329,301
299,594835,"Gonzales, Marco",811,36.9,0.333,0.222,0.412,0.556,0.43,0.38,0.295,15,45,89.7,24.3,2031,89,89.05,15,115,184,0,6.55,106,148,116,145,290,319,296
299,669713,"Wesneski, Hayden",963,31,0.351,0.325,0.344,0.675,0.448,0.474,0.366,27,77,92.6,16.4,2143,93.6,92.92,21,156,143,-0.6999999999999886,6.77,112,149,112,151,298,324,294
298,608665,"Graveman, Kendall",670,44.5,0.212,0.167,0.2,0.379,0.316,0.348,0.258,14,66,89.3,12.9,2277,95.9,96.31,19,117,181,0.3999999999999915,6.48,110,150,114,147,297,319,295
298,687330,"Kelly, Kevin",649,45.9,0.217,0.058,0.263,0.275,0.27,0.301,0.255,15,69,91.5,-2.4,2143,90.6,92.29,22,127,171,1.7000000000000028,7.38,107,150,118,148,298,325,298
298,593576,"Neris, Hector",605,49.3,0.14,0.158,0.156,0.298,0.273,0.294,0.158,8,57,89.6,31.1,2438,92.8,92.14,49,149,149,-0.7000000000000028,6.16,111,149,111,148,292,321,290
298,675627,"Grove, Michael",790,37.7,0.222,0.189,0.304,0.411,0.298,0.285,0.215,20,90,86.1,9,2324,85.8,86.62,69,165,133,0.7999999999999972,6.69,109,150,121,149,300,320,292
297,666129,"Garrett, Braxton",1483,20,0.217,0.232,0.231,0.449,0.29,0.363,0.287,15,69,91.6,13.8,2373,87.4,87.96,45,159,138,0.5999999999999943,6.51,107,152,116,148,306,322,295
